,Sensor_ID,Neighbor_Type,k,MAE_15mins,RMSE_15mins,MAE_30mins,RMSE_30mins,MAE_60mins,RMSE_60mins
119,767572,GEO,4,3.1687468355959805,7.958761346703574,4.005833024971553,9.946040117263404,5.239631646176672,12.156971309045316
120,767572,GEO,5,3.18275144146388,7.960351440457349,4.022601329895764,9.95061939679282,5.252867877058621,12.156314829913489
121,767573,GEO,1,3.687161889318333,9.304078122162284,5.147130770376986,12.016226286280336,7.356410358614496,14.951692517395346
122,767573,GEO,2,3.6919568939030905,9.306387939775421,5.142375241865605,12.017416582745199,7.337473543872018,14.94825723349836
123,767573,GEO,3,3.7204711435818894,9.276025541142978,5.184899233117389,11.973090117986906,7.41922761264859,14.876783763146896
124,767573,GEO,4,3.736634847634301,9.29410696193547,5.2071765105991075,11.991643369755426,7.396223178385905,14.89775757092906
125,767573,GEO,5,3.717595182983235,9.292195755395285,5.179004805089428,11.9821894608589,7.3421720916216335,14.882888855455324
126,773012,GEO,1,3.5192737185908376,7.4353274273029895,4.944014019769269,9.533796324954855,7.197547379084842,12.269055045926468
127,773012,GEO,2,3.6178621104668625,7.453202302111334,5.1748343291059955,9.607652295580442,7.732691715342535,12.683068275667408
128,773012,GEO,3,3.6238742617503688,7.453630990039159,5.1833048314664065,9.60521635299648,7.740462052868363,12.67666000122435
129,773012,GEO,4,3.6347109813645506,7.442648061947489,5.193986274012213,9.580489159770451,7.727021802071719,12.6408685170229
130,773012,GEO,5,3.639512686468907,7.4454849223802615,5.218993938020768,9.59275494174331,7.776617810930684,12.67934129218449
131,773013,GEO,1,6.295898776838679,11.505013310555828,7.501022869796895,13.292568835022713,8.72611531854483,14.858033988931336
132,764424,GEO,1,4.480731404309461,11.1343937989967,6.263604532623792,14.304192512320846,8.930758919549643,18.00639001115148
133,764424,GEO,2,4.492994799057222,11.09752190475777,6.24550637875373,14.234531118869416,8.81832282960643,17.828122046714924
134,769388,GEO,1,5.23073908256382,11.435891521957041,7.054429295268528,14.19797318985286,9.296253165567949,16.8665053411087
135,769388,GEO,2,5.2334150635562455,11.362589426615619,7.050449880042341,14.082042226176656,9.335049501011065,16.79626360584884
136,769388,GEO,3,5.231596264654817,11.355287855293243,7.0485018548838765,14.082682621610742,9.328345928031538,16.780783567331255
137,769388,GEO,4,5.210382057824613,11.36080002185831,6.997299190537929,14.059423190734057,9.275433469559276,16.73792593718859
138,769388,GEO,5,5.1966244897795315,11.354904098102818,6.9909507259373695,14.045415483847052,9.28156801457641,16.735088080503672
139,716328,GEO,1,4.3837962475073,8.597279971832359,5.7762010252837985,10.817129074829984,7.730543916303283,13.341295617783969
140,716328,GEO,2,4.284932775930446,8.472616781582444,5.60192113898526,10.66160750230727,7.523211513711463,13.204169436320276
141,716328,GEO,3,4.374100441346303,8.511065883697537,5.762227054334388,10.726114471367094,7.755202992204801,13.280854153384311
142,716328,GEO,4,4.304136845574475,8.455405480807807,5.692330877411028,10.675197039149106,7.729656433184969,13.265987674892749
143,716328,GEO,5,4.274842891976088,8.434335623703783,5.605995215799381,10.597449683448174,7.486608093830962,13.05537075373759
144,717819,GEO,1,4.097194672068704,9.104575114188304,5.511074725678692,11.561817775210297,7.673271066475682,14.344668511178448
145,717819,GEO,2,4.1109881959722125,9.092595645060278,5.524125114328833,11.527552934564655,7.6780999270740224,14.275603479077121
146,717819,GEO,3,4.111008015240336,9.098305174054197,5.503048729884761,11.535619390042385,7.61721933331265,14.287562963921605
147,769941,GEO,1,3.8360226949495773,8.136663049231236,4.75599013964791,10.074700611703195,6.229975877483303,12.436903552048504
148,769941,GEO,2,3.8049606519205867,8.111084268428995,4.739154666489999,10.060374754698275,6.232034140838144,12.438959519717319
149,760987,GEO,1,5.051545248931883,11.589870612816489,6.700660826370106,14.227635545451124,8.958751322169777,16.87534882712743
150,760987,GEO,2,5.019870905265306,11.460326121380634,6.59992046409979,13.975200651836719,8.78351237058563,16.562838963370776
151,760987,GEO,3,5.004895258948146,11.460409143809224,6.565731353057945,13.966689205416353,8.742243086354875,16.556150420755557
152,760987,GEO,4,5.0116304480004885,11.444759459690689,6.555943655735725,13.946793166617118,8.7265840274673,16.53885091930835
153,760987,GEO,5,5.049849318664663,11.45604851796218,6.609140907024213,13.949584771318928,8.77252261193054,16.506914097171908
154,718204,GEO,1,4.097127259490853,9.208857978787073,5.721800961604828,11.958049454028023,8.296728437387095,15.070847696166648
155,718204,GEO,2,4.092356936607483,9.166316025515327,5.675997778709642,11.903435643359302,8.22467590665793,15.008511229807546
156,718204,GEO,3,4.076136917424413,9.155758301081123,5.6299290913003315,11.88080539439355,8.096263992490416,14.959606325607576
157,718204,GEO,4,4.0956292946006005,9.166177332514557,5.633946944916116,11.880223430550794,8.083267468742465,14.934585265267486
158,718204,GEO,5,4.043326933628558,9.156668461332693,5.588695749417059,11.83528542450525,8.030586154715754,14.849575598319388
159,718045,GEO,1,7.17644309855024,12.650674535336742,9.704121697201844,15.668802764598059,13.587724388424494,19.023308175431634
160,718045,GEO,2,7.188370771958529,12.65597744063115,9.719061736128072,15.683786841434308,13.554329546428482,19.095515571919893
161,718045,GEO,3,7.150018479545556,12.62844842935694,9.625492601596163,15.633277673292586,13.416005581187047,19.00522064524169
162,718045,GEO,4,7.152270787319021,12.64276159881547,9.623309671598813,15.64554962135594,13.39524964457676,19.018753268226327
163,718045,GEO,5,7.157571447557795,12.646908155826194,9.640935300767355,15.649736324358717,13.47020482175785,19.039566615111355
164,769418,GEO,1,3.783893768131632,8.041593266804357,5.0078432630952365,10.143545588493783,6.810231058917579,12.472035267386424
165,769418,GEO,2,3.7482426535830933,8.00540232379458,4.945774692949193,10.102821355965965,6.722347639696828,12.417316506052817
166,769418,GEO,3,3.7586942415604097,8.003660287006968,4.9402901040049425,10.092356739206007,6.692518558108484,12.398501356688355
167,769418,GEO,4,3.7584731957198665,7.9990753025311765,4.951836366623645,10.084895752309414,6.697198375309928,12.383672553525955
168,769418,GEO,5,3.7567961130359193,8.001716681336832,4.965208421195369,10.094790135062969,6.771835271355065,12.415820998571608
169,768066,GEO,1,4.159659032160459,9.404559581176077,5.943387514367706,12.113442663930451,8.955140481170377,15.59603518451116
170,768066,GEO,2,4.114828175708237,9.347283940131318,5.863054702284588,12.055860507864253,8.811619915500822,15.560185656551552
171,768066,GEO,3,4.121067684427057,9.345814912706405,5.8396573225957535,12.019666770652732,8.751014195924473,15.471515592277608
172,768066,GEO,4,4.123410164208282,9.343033336778001,5.848279782605613,12.019000598923391,8.748085677772613,15.466958147037591
173,768066,GEO,5,4.25774034042705,9.358032752561602,5.979176392607,12.002817828113384,8.601614434962249,15.252374478766024
174,772140,GEO,1,4.577894975285853,9.156149997419424,6.405994436207409,11.730228860128786,9.163668426701095,14.520628524411672
175,772140,GEO,2,4.578809609770261,9.134355602125055,6.384250149326114,11.693464552406061,9.108506363247649,14.497147169538009
176,772140,GEO,3,5.51212900844931,9.547310695522352,8.29918756127294,12.824014600634966,11.64710016869218,16.24077865642487
177,772140,GEO,4,5.422897956804466,9.494364910387002,8.177525537920495,12.727841580886622,11.541725621739628,16.150225258840834
178,772140,GEO,5,4.669988119003564,9.158696109892071,6.699095137716531,11.768185384498494,9.3641981232395,14.559210753429088
179,773927,GEO,1,4.976017453620075,10.37204756495591,6.732742667798219,13.215300566583958,9.433885468360415,16.531319391178563
180,773927,GEO,2,4.979634347283997,10.378467610102513,6.725409075515485,13.211755818215469,9.427752756912806,16.528464730656033
181,773927,GEO,3,4.901595505062973,10.304469842190814,6.566620049033643,13.070036550789839,9.236304976318843,16.390674713130274
182,773927,GEO,4,4.889119844731082,10.28640076252843,6.547759146820691,13.048485426375256,9.225886167448845,16.38843675468507
183,773927,GEO,5,4.912467765968324,10.289614785391485,6.585121213036484,13.041190756041928,9.287454479155025,16.346153780711482
184,760024,GEO,1,8.046739532046953,12.212458207049824,11.348565383612254,16.402963317010308,15.41919415472078,20.53762336142823
185,760024,GEO,2,5.249241720832938,9.457664208473155,7.129414147072805,12.562202018481358,10.440796077042098,16.621364090135042
186,760024,GEO,3,5.3402388984424105,9.487582931818867,7.297971576551797,12.584676019413642,10.466844371018908,16.525733788600217
187,774012,GEO,1,3.1687119609395067,8.634698084786889,4.174982776338867,10.938182524256979,5.597950155299214,13.414646023850247
188,774012,GEO,2,3.232823184249506,8.61997463029001,4.271407457232077,10.90237563384898,5.738524037067165,13.351479266008798
189,774012,GEO,3,3.2412493279665253,8.624921382677737,4.285749208713691,10.90973416960977,5.758316986445186,13.346835885338457
190,774012,GEO,4,3.2850212827173895,8.623460969464247,4.354427080485325,10.90488200826191,5.856095376707385,13.355467328216726
191,774012,GEO,5,3.280003954933773,8.622598422254706,4.347683272137831,10.906742323226641,5.843464608960271,13.35514780549816
192,767609,GEO,1,3.871796747239015,9.44566890788482,5.085574055196353,11.982275742894924,7.046372596363505,14.99492368580452
193,769359,GEO,1,5.374155604799919,9.613744517238915,7.168808175401592,12.227085541894512,10.08890932713762,15.412675474891316
194,769359,GEO,2,5.841350098009284,9.821909055154359,8.372858533792439,12.940054396857375,13.12339744753299,18.187456836423923
195,769359,GEO,3,7.11990305508906,10.976997758936148,9.6977302353826,14.365867560960297,13.813570283236848,19.180210674577886
196,769359,GEO,4,6.6405602220248365,10.434764687281325,8.779884193793384,13.274029228904197,12.399568655888078,17.278113056315014
197,769359,GEO,5,6.563034856892338,10.250649930844277,8.781708978563588,13.190820869697262,12.437684498618223,17.3106733571223
198,760650,GEO,1,4.745332346452986,8.643309596530532,6.5199588351697,11.298475720913054,9.090788390170852,14.221668352392479
199,760650,GEO,2,4.789447371868215,8.658133118772714,6.53399543883265,11.304958996742956,9.103714576403393,14.227543095768397
200,760650,GEO,3,4.796807655345824,8.668874241578123,6.543306134355044,11.316175207530671,9.098577885377363,14.21781104372593
201,760650,GEO,4,4.804261142942934,8.668988256437947,6.547588899244705,11.31301326833135,9.109054297692996,14.210268470003951
202,760650,GEO,5,4.829857769579454,8.682065739391698,6.573424519083906,11.332261723623532,9.180576183539204,14.265015711276266
203,716956,GEO,1,4.584166036880168,9.3094509561007,6.013969607385036,11.607723844639036,8.01750655595331,14.285749930375612
204,716956,GEO,2,4.5325252180248174,9.291730072055135,5.952406544266071,11.589816260022081,7.933476287165517,14.261800723489944
205,769831,GEO,1,3.7719807682789765,8.016225587664648,4.69754178532443,9.909185305043609,6.11360511901637,12.190972476290192
206,769831,GEO,2,3.8528235887054176,8.12117052029496,4.823269509045921,10.104404541543225,6.296474953115264,12.472783228891636
207,769831,GEO,3,3.7903207365532334,8.006056883276347,4.7608884992637615,9.997908086963474,6.270123101345972,12.40605934935623
208,761604,GEO,1,5.990051500085716,9.849247651579336,7.027178024714362,11.428745930509967,8.342084400538688,13.239336939400346
